report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
12/31/2020,3g99z9xas3ihgxua8lt2,"Francisco Partners VI, L.P.",1/26/2021,300000000,0,300000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,3g99z9xas3ihgxua8lt2,"Francisco Partners VI, L.P.",1/26/2021,300000000,26250000,273750000,25199711,0,25199711,1.000,-1050289,-0.12650,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,3g99z9xas3ihgxua8lt2,"Francisco Partners VI, L.P.",1/26/2021,300000000,33750000,266250000,38163163,0,38163163,1.100,4413163,0.20890,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,28000000,172000000,25633359,0,25633359,0.900,-2366641,-0.08450,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,57000000,143000000,54580119,0,54580119,1.000,-2419881,-0.06810,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,57000000,143000000,58396702,0,58396702,1.000,1396702,0.03140,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,59500000,140500000,64850670,0,64850670,1.100,5350670,0.11100,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,102500000,97500000,109067935,0,109067935,1.100,6567935,0.10940,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,102500000,97500000,111109248,0,111109248,1.100,8609248,0.09960,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,102500000,97500000,116930429,0,116930429,1.100,14430429,0.12670,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,104000000,96000000,112656996,0,112656996,1.100,8656996,0.06190,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,104000000,96000000,117641546,0,117641546,1.100,13641546,0.08100,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,142000000,58000000,166573872,0,166573872,1.200,24573872,0.11930,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,159000000,41000000,204259593,0,204259593,1.300,45259593,0.17680,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,181500000,18500000,249634965,0,249634965,1.400,68134965,0.21680,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,3ypqxny1e4rkjsdta2bc,"Francisco Partners V, L.P.",5/29/2018,200000000,181500000,18500000,276947925,0,276947925,1.500,95447925,0.25100,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63453176,0,28420937,37812038,66232975,1.000,2779799,0.10880,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63489603,0,22630928,37812038,60442966,1.000,-3046637,-0.10850,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63489603,0,30128542,37812038,67940580,1.100,4450977,0.12580,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63526030,0,36377289,37812038,74189327,1.200,10663297,0.24220,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63562457,0,39124976,37812038,76937014,1.200,13374557,0.25370,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63598884,0,46406939,37812038,84218977,1.300,20620093,0.32380,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,43imq1xnyo7ntl4rkfdm,"Silver Lake III SL SPV-2, L.P.",2/22/2019,63294745,63637662,0,48815364,41022197,89837561,1.400,26199899,0.34860,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2013,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,45516491,204483509,45156663,0,45156663,1.000,-359828,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2013,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,83760452,166239548,86086038,0,86086038,1.000,2325586,0.04760,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2014,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,108668237,145792063,109187238,2139615,111326853,1.000,2658616,0.04170,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2014,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,119454729,135005571,124902471,2139615,127042086,1.100,7587357,0.10120,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2014,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,128445398,131753385,139664788,10979699,150644487,1.200,22199089,0.22060,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2014,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,129110328,133166181,140075024,13083727,153158751,1.200,24048423,0.18100,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2015,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,143465675,126008108,156123716,20281001,176404717,1.200,32939042,0.19820,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2015,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,143465675,135962082,155017925,30234975,185252900,1.300,41787225,0.20740,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2015,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,159511372,119916385,171214409,30234975,201449384,1.300,41938012,0.17650,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2015,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,171997081,111637012,192029774,34254413,226284187,1.300,54287106,0.19230,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2016,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,180474571,104884451,197853240,36143311,233996551,1.300,53521980,0.16570,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2016,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,185922732,99436290,194389926,54164702,248554628,1.300,62631896,0.16960,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2016,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,214090240,77736299,233076953,62897993,295974946,1.400,81884706,0.19210,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2016,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,240758596,55767172,244758613,82666008,327424621,1.400,86666025,0.18180,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2017,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,259019079,37506689,280353798,86064288,366418086,1.400,107399007,0.19760,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2017,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,265557529,31707446,303978610,91380218,395358828,1.500,129801299,0.21000,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,273238973,26480865,313608543,107127238,420735781,1.500,147496808,0.21330,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,273417606,26302232,345602392,121819761,467422153,1.700,194004547,0.24350,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2018,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,273417606,26302232,327414973,126506628,453921601,1.700,180503995,0.21530,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,273417606,26302232,317153630,159263430,476417060,1.700,202999454,0.22080,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,274271645,25805459,313387790,182913516,496301306,1.800,222029661,0.22300,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,274402727,25805459,270405043,200363019,470768062,1.700,196365335,0.19450,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,274859252,25612798,260219347,232336622,492555969,1.800,217696717,0.20130,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,278779360,21771294,268767364,241398066,510165430,1.800,231386070,0.20220,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,283165851,17395384,253421342,256886485,510307827,1.800,227141976,0.19270,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,283165851,17395384,272228990,257164677,529393667,1.900,246227816,0.19670,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,283167030,17491714,213362641,282414806,495777447,1.800,212610417,0.17340,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,283167030,17491714,229094999,289348909,518443908,1.800,235276878,0.18030,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,284084333,16574411,241910867,303629297,545540164,1.900,261455831,0.18790,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,287896189,13047553,239955833,324495948,564451781,2.000,276555592,0.18990,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,287991661,13047553,257217075,329423277,586640352,2.000,298648691,0.19430,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,4olnlu69vcgucqzfo0tl,"KKR North America Fund XI, L.P. - Second Commitment",7/26/2013,250000000,288099308,13118725,219880703,379447164,599327867,2.100,311228559,0.19500,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,0,100000000,0,0,0,NA,0,NA,Venture Capital,,,,,,,,,,,,,,
12/31/2017,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,5000000,95000000,4499656,0,4499656,0.900,-500344,-0.10010,Venture Capital,,,,,,,,,,,,,,
3/31/2018,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,15000000,85000000,19227623,0,19227623,1.300,4227623,0.51170,Venture Capital,,,,,,,,,,,,,,
6/30/2018,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,30000000,70000000,33328925,0,33328925,1.100,3328925,0.24260,Venture Capital,,,,,,,,,,,,,,
9/30/2018,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,35000000,65000000,37841185,0,37841185,1.100,2841185,0.14870,Venture Capital,,,,,,,,,,,,,,
12/31/2018,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,40000000,60000000,44627748,0,44627748,1.100,4627748,0.17080,Venture Capital,,,,,,,,,,,,,,
3/31/2019,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,45000000,55000000,49926925,0,49926925,1.100,4926925,0.13030,Venture Capital,,,,,,,,,,,,,,
6/30/2019,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,50000000,50000000,54950625,0,54950625,1.100,4950625,0.09800,Venture Capital,,,,,,,,,,,,,,
9/30/2019,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,55000000,45000000,65309316,0,65309316,1.200,10309316,0.15780,Venture Capital,,,,,,,,,,,,,,
12/31/2019,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,60000000,40000000,72670482,12909455,85579937,1.400,25579937,0.30390,Venture Capital,,,,,,,,,,,,,,
03/31/2020,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,75000000,25000000,84877031,12909455,97786486,1.300,22786486,0.22990,Venture Capital,,,,,,,,,,,,,,
06/30/2020,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,80000000,20000000,88603801,18460352,107064153,1.300,27064153,0.22990,Venture Capital,,,,,,,,,,,,,,
09/30/2020,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,80000000,20000000,113589949,23969826,137559775,1.700,57559775,0.38390,Venture Capital,,,,,,,,,,,,,,
12/31/2020,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,90000000,10000000,137400879,30813250,168214129,1.900,78214129,0.43020,Venture Capital,,,,,,,,,,,,,,
3/31/2021,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,95000000,5000000,159097664,30813250,189910914,2.000,94910914,0.44290,Venture Capital,,,,,,,,,,,,,,
06/30/2021,4qtjvohm53x1w1q8ulaw,"Menlo Ventures XIV, L.P.",10/30/2017,100000000,95000000,5000000,167212376,30813250,198025626,2.100,103025626,0.42190,Venture Capital,,,,,,,,,,,,,,
12/31/2013,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,17500000,182500000,13353908,0,13353908,0.800,-4146092,-0.23690,Special Situations,,,,,,,,,,,,,,
3/31/2014,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,22500000,177500000,16230690,0,16230690,0.700,-6269310,-0.32750,Special Situations,,,,,,,,,,,,,,
6/30/2014,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,25500000,174538238,20676714,0,20676714,0.800,-4823286,-0.23220,Special Situations,,,,,,,,,,,,,,
9/30/2014,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,25500000,174538238,18067586,0,18067586,0.700,-7432414,-0.33060,Special Situations,,,,,,,,,,,,,,
12/31/2014,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,31500000,168538238,12671559,0,12671559,0.400,-18828441,-0.75970,Special Situations,,,,,,,,,,,,,,
3/31/2015,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,55630510,144538238,29400156,0,29400156,0.500,-26230354,-0.87670,Special Situations,,,,,,,,,,,,,,
6/30/2015,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,60830492,139338257,46444628,0,46444628,0.800,-14385864,-0.30580,Special Situations,,,,,,,,,,,,,,
9/30/2015,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,66330492,133838257,42330623,1117639,43448263,0.700,-22882229,-0.38070,Special Situations,,,,,,,,,,,,,,
12/31/2015,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,74450982,125838257,52317455,1789473,54106928,0.700,-20344054,-0.26480,Special Situations,,,,,,,,,,,,,,
3/31/2016,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,77088592,123338257,48482871,2322127,50804997,0.700,-26283595,-0.28920,Special Situations,,,,,,,,,,,,,,
6/30/2016,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,97351897,103157692,73126342,9548035,82674378,0.800,-14677519,-0.13000,Special Situations,,,,,,,,,,,,,,
9/30/2016,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,107971643,92619454,92644148,10489497,103133645,1.000,-4837997,-0.03450,Special Situations,,,,,,,,,,,,,,
12/31/2016,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,113159495,87619454,107066166,14506521,121572687,1.100,8413192,0.04900,Special Situations,,,,,,,,,,,,,,
3/31/2017,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,125835873,75119454,128487438,15591608,144079046,1.100,18243173,0.08930,Special Situation,,,,,,,,,,,,,,
6/30/2017,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,126194033,94269162,119818606,25973399,145792005,1.200,19597971,0.08410,Special Situation,,,,,,,,,,,,,,
9/30/2017,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,126223670,94672593,119058959,28708190,147767149,1.200,21543479,0.08230,Special Situation,,,,,,,,,,,,,,
12/31/2017,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,136021083,85672593,111348865,47767227,159116091,1.200,23095009,0.08000,Special Situation,,,,,,,,,,,,,,
3/31/2018,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,150982196,70910650,137553584,52218928,189772512,1.300,38790317,0.11790,Special Situation,,,,,,,,,,,,,,
6/30/2018,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,167982196,53910650,151650043,54151504,205801547,1.200,37819351,0.10590,Special Situation,,,,,,,,,,,,,,
9/30/2018,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,168376799,54411368,147921581,55626028,203547610,1.200,35170810,0.09110,Special Situation,,,,,,,,,,,,,,
12/31/2018,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,175912331,61284878,137969837,71114598,209084435,1.200,33172104,0.08010,Special Situation,,,,,,,,,,,,,,
3/31/2019,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,175912331,61284878,140629634,71114598,211744232,1.200,35831901,0.08010,Special Situation,,,,,,,,,,,,,,
6/30/2019,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,175912331,61284878,141730661,72764598,214495259,1.200,38582927,0.08020,Special Situation,,,,,,,,,,,,,,
9/30/2019,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,175912331,61284878,139775708,75844400,215620108,1.200,39707777,0.07740,Special Situation,,,,,,,,,,,,,,
12/31/2019,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,182912331,54284878,140132528,79247435,219379963,1.200,36467632,0.06780,Special Situation,,,,,,,,,,,,,,
03/31/2020,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,187803519,56458417,126780789,86901505,213682293,1.100,25878774,0.04720,Special Situation,,,,,,,,,,,,,,
06/30/2020,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,187803519,56458417,123503029,86901505,210404534,1.100,22601015,0.03970,Special Situation,,,,,,,,,,,,,,
09/30/2020,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,187801561,56458417,114732107,97891161,212623268,1.100,24821707,0.04130,Special Situation,,,,,,,,,,,,,,
12/31/2020,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,187801561,56458417,115091988,97891161,212983149,1.100,25181588,0.04010,Special Situation,,,,,,,,,,,,,,
3/31/2021,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,188858384,56458417,118736675,100340896,219077571,1.200,30219187,0.04550,Special Situation,,,,,,,,,,,,,,
06/30/2021,4sipy3ra3bz0w8v3uv5p,"EIG Energy Fund XVI, L.P.",12/13/2013,200000000,193244773,52072029,121716604,104727284,226443888,1.200,33199115,0.04760,Special Situation,,,,,,,,,,,,,,
6/30/2013,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,416258173,44772996,371485177,42278753,168738,42447491,0.900,-2325504,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2013,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,431573285,46350294,385222991,44023557,327109,44350666,1.000,-1999628,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2013,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,438375403,52342093,386033310,49208366,490320,49698686,0.900,-2643407,-0.05460,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2014,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,438884021,33163057,405720964,27653446,1026806,28680252,0.900,-4482805,-0.09880,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2014,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,436215929,34812246,401403683,32608365,1192012,33800377,1.000,-1011869,-0.02230,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2014,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,407745238,125042960,288051599,110782772,6703068,117485841,0.900,-7557120,-0.13060,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2014,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,395989975,150060559,251476693,129663590,7054265,136717855,0.900,-13342704,-0.15200,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2015,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,367766180,153684837,219628621,121438270,7191215,128629486,0.800,-25055351,-0.20760,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2015,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,375500765,191419398,189628644,170947136,7319898,178267034,0.900,-13152365,-0.08230,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2015,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,378029748,197658221,185918804,176420835,7451833,183872668,0.900,-13785553,-0.06720,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2015,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,372768565,197658221,180657622,171108183,7589467,178697650,0.900,-18960571,-0.07580,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2016,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,379118426,198950078,185715625,178953268,7718440,186671708,0.900,-12278371,-0.04110,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2016,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,375610777,209745947,171412107,195330090,7853991,203184081,1.000,-6561866,-0.01870,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2016,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,377744706,212949126,170342858,223143327,7987851,231131177,1.100,18182052,0.04350,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2016,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,367325991,212949126,159924143,228386429,8120827,236507256,1.100,23558130,0.04950,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2017,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,369424205,232709398,142262085,274763783,8247409,283011191,1.200,50301793,0.09070,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2017,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,377928254,252961464,130514067,352413068,8375612,360788680,1.400,107827216,0.16130,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2017,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,382397607,252961464,134983421,388719024,8375612,397094636,1.600,144133172,0.18660,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
